rowID,"Q1: From a scale 1 to 5, how complex is it to make this food? (Where 1 is the most simple, and 5 is the most complex)",Q2: How many ingredients would you expect this food item to contain?,Q3: In what setting would you expect this food to be served? Please check all that apply,Q4: How much would you expect to pay for one serving of this food item?,Q5: What movie do you think of when thinking of this food item?,Q6: What drink would you pair with this food item?,"Q7: When you think about this food item, who does it remind you of?",Q8: How much hot sauce would you add to this food item?,Label
951,3,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",3,Teenage Mutant Ninja Turtles,"Soda

Pop

Coke","Parents,Siblings,Friends,Teachers,Strangers",A little (mild),Pizza
952,2,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","Around $3-4 per slice. For a full pizza, around $1-2 dollar per inch.",The Hunger Games,Water,Friends,None,Pizza
953,3,"At least 5:

* Flour, yeast, salt, tomato sauce, cheese","Week day lunch,Weekend lunch,Weekend dinner,At a party",15$ for 1 whole pizza (8 slices),Cloudy with a Chance of Meatballs,Sprite,"Friends,Strangers",None,Pizza
954,4,At least 4-5 ingredients,"Week day dinner,Weekend lunch,Weekend dinner,At a party","For a whole pizza around 11 dollars, and for one slice I expect around 1.5 dollars",Ratatouille,"Coke/Diet Pepsi, although I would literally have to eat healthy for the next straight 2 weeks.","Parents,Siblings,Friends,Teachers",A lot (hot),Pizza
955,3,5,"Week day lunch,Weekend lunch,At a party",$4,Luca,Water,Friends,None,Pizza
956,2,Around 6-8 depending on the number of toppings.,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$5,Any movie set in New York,Soda,"Teachers,Strangers",A little (mild),Pizza
957,3,8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",one slice for 3.45$,Home Alone,Milkshake,Friends,A little (mild),Pizza
958,4,"4 for the dough, 3 for the toppings, total 7","Week day lunch,Weekend dinner,At a party,Late night snack",$4,Home Alone,Pepsi,"Friends,Strangers",None,Pizza
959,4,10-15,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$6,Home Alone,Soft drink (coke/pepsi),Friends,A moderate amount (medium),Pizza
960,4,7,"Week day lunch,Week day dinner,Weekend dinner,At a party,Late night snack",$3,Grown ups,Coke,"Siblings,Friends",A little (mild),Pizza
961,2,"10 ingredients

flour, yeast, water, oil, herbs and spices, pizza sauce, cheese, any 3 toppings","Weekend dinner,At a party",$5,Spider-Man 2,Coke,"Parents,Siblings,Friends",None,Pizza
962,3,at least 5 ingredients for a normal standard pizza,"At a party,Late night snack",similar to what Costco pizza price is and as big of that portion. around 2.7 cad for 1.5 piece (pretty big),"im thinking of cartoons and mostly western based cartoon. Though, I can't think of anything specific. But mostly western cartoon movies.","soda for sure, personally Diet Coke.",Friends,A little (mild),Pizza
963,3,8 ingredients,"Weekend lunch,Weekend dinner,At a party",4.25 dollars,Home Alone,Coke,"Parents,Siblings,Friends",A little (mild),Pizza
964,1,8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",12$,Toy Story,Kraken Spiced Rum,"Friends,Strangers",A lot (hot),Pizza
965,2,I would expect this food to contain 4-6 ingredients.,"Week day lunch,Weekend lunch,At a party,Late night snack",I would expect to pay 5$ for one serving.,"I think of Italian mobster movies, like the Godfather.","Iced tea, or soda.","Parents,Friends",None,Pizza
966,3,10,"Week day lunch,At a party,Late night snack",3.5,Home Alone,diet coke,Friends,A moderate amount (medium),Pizza
967,3,8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$3,Teenage mutant ninja turtles,Diet Pepsi,"Parents,Siblings,Friends",A little (mild),Pizza
968,2,5,"Week day lunch,Weekend dinner,At a party,Late night snack",$5,Transformers,Coke,Friends,None,Pizza
969,2,3-4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$6,Spiderman (with Tobey Maguire),Pop,Friends,None,Pizza
970,2,5-6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5 dollars,spiderman 2,coke,"Parents,Siblings,Friends",A lot (hot),Pizza
971,3,7-10,"Week day lunch,Weekend lunch,Weekend dinner,At a party,Late night snack",$5,Home Alone 2: Lost in New York,Pepsi,Friends,A moderate amount (medium),Pizza
972,3,5 Ingredients,"Week day dinner,Weekend lunch,At a party,Late night snack",$5 per serving,Spider-Man,Ginger Ale,"Friends,Teachers",A little (mild),Pizza
973,3,"Flour
Egg
Milk
Tomato Sauce
Yeest","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5 dollars.,Goodfellas. (There is a restaurant that sells pizza and is goodfellas themed),Water,"Parents,Siblings,Friends,Teachers",None,Pizza
974,3,9,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5,Toy Story,Ginger Ale,"Parents,Teachers,Strangers",A little (mild),Pizza
975,4,"Pepperoni, cheese, dough","Weekend dinner,At a party",$10,No movie,Water or juice or Ramune soda,Friends,None,Pizza
976,2,4,"Week day dinner,Weekend dinner,At a party,Late night snack",$8,Wayne's World,Diet Coke,Friends,None,Pizza
977,5,7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",15,Teenage Mutant Ninja Turtles,Coca Cola,"Friends,Strangers",A little (mild),Pizza
978,5,8,"Week day lunch,Weekend lunch",$3.00,Avengers: end game,Coke,Friends,A lot (hot),Pizza
979,5,"Typical food items usually include around 8-14 ingredients. For example, even the simplest French dish like a creamy vegetable stew requires six main ingredients: potatoes, broccoli, carrots, butter, salt, and parsley. Similarly, a typical Chinese stir-fry often involves a variety of components, including a primary ingredient (like chicken or tofu), supporting vegetables (such as bell peppers or onions), seasonings (like soy sauce, oyster sauce, sugar, and salt), and additional aromatics (such as garlic, ginger, or scallions). Whether it's Western or Asian cuisine, the number of ingredients often depends on the complexity of the dish and the layering of flavors.","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","it depends on. For instance, if the dish is quiet complex, I may would like to pay more for it. But In average, I would expect to pay around 20 dollar.","It sounds like you're referring to the movie Ratatouille! It’s a Pixar animated film about a rat named Remy who dreams of becoming a great chef despite being a rodent in a profession dominated by humans. The story is set in Paris, and it beautifully blends themes of passion, creativity, and perseverance in the culinary world. Let me know if this is the one you're thinking of!",I would like to take fruit team when I have a meal !,Friends,None,Pizza
980,1,5-6 ingredients,"Weekend dinner,At a party",15-20,spaghetti with a chance of meatballs,coke zero,"Friends,Strangers",None,Pizza
981,4,6 ingredients,At a party,"5 per slice

but 20 for a whole pizza",No movie,DIp or Pop,Friends,None,Pizza
982,3,5,Week day lunch,10 dollars,man in black,coke,Friends,A moderate amount (medium),Pizza
983,3,6,"Week day lunch,Weekend lunch,At a party",8,Ratatouille,diet coke,Friends,None,Pizza
984,3,3-4,"Week day dinner,Weekend dinner",3-4 dollars,sci-fic type,pop drinks,Friends,A little (mild),Pizza
985,2,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$3,Teenage Mutant Ninja Turtles,Soda,Parents,None,Pizza
986,3,5 to 7,"Weekend dinner,At a party,Late night snack",$5,Toy Story ,Coke,"Friends,Teachers",A little (mild),Pizza
987,3,"At least 3 or more depending on the toppings. The bare minimum would be: dough or flatbread, tomato paste, cheese.","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",Between $2 to $4 for one slice.,Home Alone,Coca-Cola or water,"Parents,Siblings,Friends,Teachers,Strangers",A little (mild),Pizza
988,4,"4 Base Ingredients: Flour, Water, Tomatoes, Cheese","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",Around 3$ is a fair price,Breaking Bad,Coca Cola,"Parents,Siblings,Friends,Teachers",A moderate amount (medium),Pizza
989,3,8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$2.50,Teenage Mutant Ninja Turtles,Soda,"Friends,Teachers",A little (mild),Pizza
990,3,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5,Teenage mutant ninja turtles,coke,"Parents,Siblings,Friends",A moderate amount (medium),Pizza
991,2,"It really varies depending on the type of pizza and toppings that are chosen, e.g. a simple cheese pizza is usually made up of 3 ingredients (dough, sauce, cheese), whereas a deluxe pizza could have something like 10 ingredients.

Note: this is assuming we are not making anything from scratch, i.e. the pizza dough counts as one ingredient, the sauce counts as one ingredient, and so on.","Week day lunch,Weekend lunch,At a party",About $4.,Teenage Mutant Ninja Turtles.,A soda or iced tea - I personally like to choose iced tea over soda.,"Parents,Siblings",None,Pizza
992,2,4,"Week day dinner,Weekend dinner,At a party,Late night snack",$6,Do The Right Thing,Coca-Cola,"Parents,Siblings",None,Pizza
993,3,4,"Week day dinner,Weekend lunch,Weekend dinner,At a party",$3.00,Deadpool,Pepsi,Strangers,None,Pizza
994,3,"Three: Bread, tomato sauce, and cheese.","Week day lunch,Weekend lunch,At a party,Late night snack",$10,Ratatouille,Coke,"Parents,Siblings,Friends,Teachers,Strangers",A lot (hot),Pizza
995,3,i expect it to contain about 3-4 ingredients. I mean 3 of them need to be present for it to be what it is but I like it topped up.,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",ideally like a 1$ but I expect to pay around 3-7$. USD,I actually think of the series breaking bad and that famous scene where walter flips out.,"Cola, but ill probably drink water.","Parents,Siblings,Friends,Teachers,Strangers",A little (mild),Pizza
996,2,"A simple pizza should have 5-7 ingredients. For clarity on the topic, I will just reply with 6.","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","One slice should be $3, unfortunately the school does not see it this way and overcharges us for $4-$5 per slice. For clarity on the question, the answer should be $3. ","I think of the movie ""Cloudy with a Chance of Meatballs"" because I associate pizza with popular Italian cuisine, and meatballs is Italian cuisine. ",I would pair Pepsi with Pizza.,"Parents,Siblings,Friends",None,Pizza
997,3,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",15,Spider-Man 2,Water,"Parents,Siblings,Friends",None,Pizza
998,3,7,"Week day lunch,Weekend dinner,At a party,Late night snack",5 dollar,Ratatouille,Coke,"Friends,Teachers",A lot (hot),Pizza
999,3,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$5,Space Jam,Coca-Cola,"Friends,Strangers",A little (mild),Pizza
1000,2,"6 total. Ingredients include dough, cheese, tomato sauce, and about 3 toppings depending on the consumer.","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","For one serving, I expect pizza to cost about $10. That's the economy for you.","When eating pizza, I think of the movie ""Shrek 2"".",I would pair chocolate milk with pizza. Mmmm... chocolate milk...,"Siblings,Friends",A little (mild),Pizza
1001,3,12,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",2.99,Home Alone,Soda,"Siblings,Friends",None,Pizza
1002,3,9,"Week day dinner,Weekend dinner,At a party,Late night snack",$5,Ratatouille,Coca cola,"Friends,Teachers",A little (mild),Pizza
1003,4,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",15,Friends,Nestea,Friends,A moderate amount (medium),Pizza
1004,3,6,"Weekend dinner,At a party",$2,spiderman,soda,"Siblings,Friends",None,Pizza
1005,3,10,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$5,The spongebob movie (2004),Dr. Pepper,Teachers,A moderate amount (medium),Pizza
1006,2,7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",3.99,Italian Jon,Coca-Cola ,"Siblings,Friends",None,Pizza
1007,3,5,"Week day lunch,At a party",$5,Ratatouille,Canada Dry,Friends,None,Pizza
1008,3,5,"Week day lunch,Weekend lunch,At a party",4,spiderman 2,gingerale,"Friends,Teachers",None,Pizza
1009,4,10,"Week day lunch,Week day dinner,At a party,Late night snack","Slice - $5

Pizza - $20",Spider Man 2,Coca Cola,"Friends,Teachers,Strangers",A little (mild),Pizza
1010,3,"Flour, Oil, Vegetables, Meats.","Week day lunch,Week day dinner",less than 5 dollars per piece.,Ratatouille,Sprite,Friends,None,Pizza
1011,4,20-15,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$10-$15,Diary of a Wimpy Kid,Pop,"Parents,Siblings,Friends,Teachers",None,Pizza
1012,3,10,"Week day lunch,At a party,Late night snack",$8,Home Alone,Soda,"Friends,Strangers",None,Pizza
1013,2,"If you're making it from scratch, it could take up to 10 ingredients, but if the base is premade, it could take 4-5 ingredients.","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",Entire thing can be around $14-24 depending on its size,I think of the movie Chef(2014) as it was very food-related and had a lot of oven-baked goods.,"Soda - coke, sprite, crush, etc.","Parents,Siblings,Friends",I will have some of this food item with my hot sauce,Pizza
1014,3,10,"Week day lunch,Week day dinner,Weekend dinner,At a party,Late night snack",$16.00,Teenage Mutant Ninja Turtles,Pepsi,"Parents,Siblings,Friends",A moderate amount (medium),Pizza
1015,3,8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$10,Step Brothers,Coke,"Parents,Siblings,Friends",A little (mild),Pizza
1016,3,9,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5,rush hour,pop,"Parents,Siblings,Friends",None,Pizza
1017,5,10+,"Week day lunch,Weekend lunch,At a party,Late night snack",15,Idk,Pop drink,"Parents,Siblings,Friends",None,Pizza
1018,2,3-10,"Week day lunch,Week day dinner,At a party",4,home alone,cola,Friends,None,Pizza
1019,2,at least 3,"At a party,Late night snack",$15 each box,horror movie,coke,"Parents,Friends,Strangers",None,Pizza
1020,3,12 to 13 ingredients,"Weekend dinner,At a party,Late night snack",10,The Godfather,"Pepsi, Coke","Parents,Siblings,Friends",None,Pizza
1021,3,8,"At a party,Late night snack",13,Garfield,Zero sugar coca cola,Friends,A moderate amount (medium),Pizza
1022,2,10 ingredients,"Week day lunch,Weekend dinner,At a party",20 dollars,Ninja Turtles,Soda,"Parents,Siblings,Friends,Teachers",None,Pizza
1023,3,"I would expect 4 toppings normally: dough, tomato sauce, cheese, and typically another topping like pepperoni or something else. Cheese pizzas are very common too, so 3 toppings is also a good answer.","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","If you buy a whole medium pizza it will cost about 12 CAD in Toronto, depending on the place you get it from. So a single ""serving"" or slice of this will be about 1 CAD. It depends on what is meant by serving.",Ratatouille.,"Soda like Coke, Sprite, Fanta, Crush, or Ginger Ale.","Parents,Siblings,Friends,Strangers",None,Pizza
1024,4,more than 5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$20,SpongeBob,Coke,Friends,A little (mild),Pizza
1025,3,6-8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",25-Dec,Marvel Movies,Coke or Juice,Friends,A moderate amount (medium),Pizza
1026,2,6 to 10 ,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12 to 14 dollars,None,A glass of water,Parents,A little (mild),Pizza
1027,3,"I would expect this food item to contain, at minimum 5 ingredients. The amount of ingredients needed varies depending on preference, but I don't think it would have more than 17-20 ingredients. On average, I would expect it to have 10 ingredients.","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",5 dollars.,The Princess Diaries,I would pair this item with soda.,Parents,None,Pizza
1028,1,3 to a finite amount more,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$2 per serving (a slice among 6),Little Italy,Any soft drink,"Friends,Teachers",None,Pizza
1029,3,This food item can contain anywhere from 3 to 20+ ingredients depending on how many toppings are desired. Pepperoni is a common topping.,"Week day lunch,Week day dinner,Weekend lunch,At a party",A couple of euro.,"Toy Story. The restaurant that the green aliens come from serve it. The name of the restaurant is an alliteration, with the last word of the name being “Planet”.",Water because cheese is very salty.,"Parents,Siblings,Friends,Teachers",I will have some of this food item with my hot sauce,Pizza
